WVLS(um),SZA,H(km)|(-m),Dif_Down,Dir_Down,TotalDown,Total_Up,Up/Down,,,,,,,,
2.98,66.8,0,2.27E-02,3.22E-01,3.45E-01,3.37E-02,0.0978,,,,,,,,
2.985,66.8,0,3.65E-02,5.48E-01,5.85E-01,5.83E-02,0.0996,,,,,,,,
2.99,66.8,0,5.19E-02,8.07E-01,8.59E-01,8.71E-02,0.1014,,,,,,,,
2.995,66.8,0,5.06E-02,7.91E-01,8.42E-01,8.53E-02,0.1014,,,,,,,,
3,66.8,0,4.61E-02,7.23E-01,7.69E-01,7.79E-02,0.1013,,,,,,,,
3.005,66.8,0,3.79E-02,5.77E-01,6.15E-01,6.21E-02,0.1011,,,,,,,,
3.01,66.8,0,3.74E-02,5.61E-01,5.99E-01,6.05E-02,0.1011,,,,,,,,
3.015,66.8,0,3.41E-02,5.02E-01,5.36E-01,5.41E-02,0.101,,,,,,,,
3.02,66.8,0,3.02E-02,4.34E-01,4.64E-01,4.68E-02,0.1008,,,,,,,,
3.025,66.8,0,2.97E-02,4.20E-01,4.50E-01,4.54E-02,0.1008,,,,,,,,
3.03,66.8,0,2.58E-02,3.56E-01,3.82E-01,3.84E-02,0.1006,,,,,,,,
3.035,66.8,0,1.72E-02,2.24E-01,2.41E-01,2.42E-02,0.1002,,,,,,,,
3.04,66.8,0,1.43E-02,1.80E-01,1.94E-01,1.94E-02,0.0999,,,,,,,,
3.045,66.8,0,1.24E-02,1.52E-01,1.64E-01,1.64E-02,0.0998,,,,,,,,
3.05,66.8,0,1.23E-02,1.47E-01,1.60E-01,1.59E-02,0.0997,,,,,,,,
3.055,66.8,0,1.48E-02,1.80E-01,1.95E-01,1.95E-02,0.0999,,,,,,,,
3.06,66.8,0,1.75E-02,2.15E-01,2.33E-01,2.33E-02,0.1,,,,,,,,
3.065,66.8,0,2.02E-02,2.49E-01,2.70E-01,2.70E-02,0.1001,,,,,,,,
3.07,66.8,0,2.16E-02,2.67E-01,2.88E-01,2.89E-02,0.1001,,,,,,,,
3.075,66.8,0,2.21E-02,2.70E-01,2.92E-01,2.93E-02,0.1001,,,,,,,,
3.08,66.8,0,1.75E-02,2.06E-01,2.23E-01,2.23E-02,0.0999,,,,,,,,
3.085,66.8,0,1.58E-02,1.83E-01,1.99E-01,1.98E-02,0.0997,,,,,,,,
3.09,66.8,0,1.37E-02,1.54E-01,1.67E-01,1.67E-02,0.0996,,,,,,,,
3.095,66.8,0,1.10E-02,1.19E-01,1.30E-01,1.29E-02,0.0993,,,,,,,,
3.1,66.8,0,1.14E-02,1.23E-01,1.35E-01,1.34E-02,0.0993,,,,,,,,
3.105,66.8,0,1.23E-02,1.33E-01,1.45E-01,1.44E-02,0.0994,,,,,,,,
3.11,66.8,0,1.53E-02,1.68E-01,1.83E-01,1.83E-02,0.0996,,,,,,,,
3.115,66.8,0,2.15E-02,2.45E-01,2.66E-01,2.66E-02,0.0999,,,,,,,,
3.12,66.8,0,3.39E-02,4.00E-01,4.34E-01,4.36E-02,0.1004,,,,,,,,
3.125,66.8,0,4.17E-02,4.98E-01,5.40E-01,5.43E-02,0.1007,,,,,,,,
3.13,66.8,0,5.34E-02,6.45E-01,6.99E-01,7.05E-02,0.101,,,,,,,,
3.135,66.8,0,5.07E-02,6.06E-01,6.57E-01,6.63E-02,0.1009,,,,,,,,
3.14,66.8,0,5.23E-02,6.20E-01,6.73E-01,6.79E-02,0.1009,,,,,,,,
3.145,66.8,0,6.79E-02,8.12E-01,8.80E-01,8.91E-02,0.1013,,,,,,,,
3.15,66.8,0,9.05E-02,1.09E+00,1.18E+00,1.19E-01,0.1016,,,,,,,,
3.155,66.8,0,1.27E-01,1.52E+00,1.65E+00,1.68E-01,0.102,,,,,,,,
3.16,66.8,0,1.59E-01,1.90E+00,2.06E+00,2.11E-01,0.1022,,,,,,,,
3.165,66.8,0,1.61E-01,1.92E+00,2.08E+00,2.12E-01,0.1021,,,,,,,,
3.17,66.8,0,1.54E-01,1.81E+00,1.97E+00,2.01E-01,0.1021,,,,,,,,
3.175,66.8,0,1.26E-01,1.46E+00,1.59E+00,1.62E-01,0.1018,,,,,,,,
3.18,66.8,0,9.25E-02,1.05E+00,1.15E+00,1.16E-01,0.1015,,,,,,,,
3.185,66.8,0,5.18E-02,5.69E-01,6.20E-01,6.25E-02,0.1007,,,,,,,,
3.19,66.8,0,2.46E-02,2.51E-01,2.76E-01,2.75E-02,0.0998,,,,,,,,
3.195,66.8,0,9.27E-03,8.39E-02,9.32E-02,9.19E-03,0.0986,,,,,,,,
3.2,66.8,0,9.32E-03,8.37E-02,9.30E-02,9.17E-03,0.0986,,,,,,,,
3.205,66.8,0,4.78E-03,3.93E-02,4.41E-02,4.31E-03,0.0977,,,,,,,,
3.21,66.8,0,3.45E-03,2.70E-02,3.05E-02,2.96E-03,0.0973,,,,,,,,
3.215,66.8,0,3.52E-03,2.77E-02,3.12E-02,3.03E-03,0.0973,,,,,,,,
3.22,66.8,0,5.34E-03,4.44E-02,4.98E-02,4.87E-03,0.0979,,,,,,,,
3.225,66.8,0,8.16E-03,7.17E-02,7.98E-02,7.86E-03,0.0984,,,,,,,,
3.23,66.8,0,1.26E-02,1.16E-01,1.29E-01,1.28E-02,0.099,,,,,,,,
3.235,66.8,0,2.08E-02,2.03E-01,2.24E-01,2.23E-02,0.0996,,,,,,,,
3.24,66.8,0,2.71E-02,2.72E-01,2.99E-01,2.99E-02,0.0999,,,,,,,,
3.245,66.8,0,2.82E-02,2.84E-01,3.12E-01,3.12E-02,0.1,,,,,,,,
3.25,66.8,0,3.22E-02,3.28E-01,3.60E-01,3.60E-02,0.1001,,,,,,,,
3.255,66.8,0,2.84E-02,2.85E-01,3.13E-01,3.13E-02,0.1,,,,,,,,
3.26,66.8,0,2.51E-02,2.48E-01,2.73E-01,2.73E-02,0.0998,,,,,,,,
3.265,66.8,0,2.95E-02,2.96E-01,3.26E-01,3.26E-02,0.1,,,,,,,,
3.27,66.8,0,3.94E-02,4.05E-01,4.44E-01,4.46E-02,0.1004,,,,,,,,
3.275,66.8,0,5.11E-02,5.34E-01,5.85E-01,5.89E-02,0.1007,,,,,,,,
3.28,66.8,0,6.51E-02,6.88E-01,7.53E-01,7.61E-02,0.101,,,,,,,,
3.285,66.8,0,6.41E-02,6.76E-01,7.40E-01,7.47E-02,0.101,,,,,,,,
3.29,66.8,0,5.28E-02,5.50E-01,6.03E-01,6.07E-02,0.1008,,,,,,,,
3.295,66.8,0,4.06E-02,4.16E-01,4.56E-01,4.58E-02,0.1004,,,,,,,,
3.3,66.8,0,4.16E-02,4.26E-01,4.68E-01,4.70E-02,0.1005,,,,,,,,
3.305,66.8,0,3.30E-02,3.34E-01,3.67E-01,3.68E-02,0.1003,,,,,,,,
3.31,66.8,0,2.56E-02,2.56E-01,2.81E-01,2.82E-02,0.1002,,,,,,,,
3.315,66.8,0,2.42E-02,2.43E-01,2.67E-01,2.68E-02,0.1003,,,,,,,,
3.32,66.8,0,3.16E-02,3.22E-01,3.53E-01,3.55E-02,0.1005,,,,,,,,
3.325,66.8,0,4.87E-02,5.07E-01,5.55E-01,5.60E-02,0.1009,,,,,,,,
3.33,66.8,0,6.83E-02,7.18E-01,7.86E-01,7.96E-02,0.1013,,,,,,,,
3.335,66.8,0,8.30E-02,8.75E-01,9.58E-01,9.74E-02,0.1016,,,,,,,,
3.34,66.8,0,8.53E-02,8.98E-01,9.83E-01,9.99E-02,0.1016,,,,,,,,
3.345,66.8,0,9.09E-02,9.57E-01,1.05E+00,1.07E-01,0.1017,,,,,,,,
3.35,66.8,0,9.07E-02,9.54E-01,1.04E+00,1.06E-01,0.1017,,,,,,,,
3.355,66.8,0,9.21E-02,9.68E-01,1.06E+00,1.08E-01,0.1018,,,,,,,,
3.36,66.8,0,1.04E-01,1.09E+00,1.20E+00,1.22E-01,0.102,,,,,,,,
3.365,66.8,0,1.18E-01,1.23E+00,1.35E+00,1.38E-01,0.1023,,,,,,,,
3.37,66.8,0,1.40E-01,1.47E+00,1.61E+00,1.65E-01,0.1026,,,,,,,,
3.375,66.8,0,1.61E-01,1.69E+00,1.85E+00,1.90E-01,0.1029,,,,,,,,
3.38,66.8,0,1.86E-01,1.94E+00,2.13E+00,2.20E-01,0.1031,,,,,,,,
3.385,66.8,0,2.01E-01,2.09E+00,2.29E+00,2.37E-01,0.1033,,,,,,,,
3.39,66.8,0,2.13E-01,2.21E+00,2.42E+00,2.50E-01,0.1034,,,,,,,,
3.395,66.8,0,2.12E-01,2.20E+00,2.41E+00,2.49E-01,0.1034,,,,,,,,
3.4,66.8,0,2.15E-01,2.24E+00,2.45E+00,2.54E-01,0.1035,,,,,,,,
3.405,66.8,0,2.21E-01,2.29E+00,2.52E+00,2.60E-01,0.1035,,,,,,,,
3.41,66.8,0,2.33E-01,2.42E+00,2.65E+00,2.75E-01,0.1036,,,,,,,,
3.415,66.8,0,2.53E-01,2.63E+00,2.89E+00,3.00E-01,0.1038,,,,,,,,
3.42,66.8,0,2.64E-01,2.75E+00,3.01E+00,3.13E-01,0.1039,,,,,,,,
3.425,66.8,0,2.76E-01,2.87E+00,3.15E+00,3.27E-01,0.1041,,,,,,,,
3.43,66.8,0,2.74E-01,2.85E+00,3.13E+00,3.26E-01,0.1041,,,,,,,,
3.435,66.8,0,2.73E-01,2.85E+00,3.12E+00,3.25E-01,0.1041,,,,,,,,
3.44,66.8,0,2.73E-01,2.84E+00,3.11E+00,3.24E-01,0.1041,,,,,,,,
3.445,66.8,0,2.75E-01,2.86E+00,3.14E+00,3.27E-01,0.1041,,,,,,,,
3.45,66.8,0,2.78E-01,2.90E+00,3.18E+00,3.31E-01,0.1041,,,,,,,,
3.455,66.8,0,2.83E-01,2.95E+00,3.23E+00,3.37E-01,0.1042,,,,,,,,
3.46,66.8,0,2.82E-01,2.94E+00,3.22E+00,3.35E-01,0.1042,,,,,,,,
3.465,66.8,0,2.84E-01,2.96E+00,3.25E+00,3.38E-01,0.1043,,,,,,,,
3.47,66.8,0,2.81E-01,2.94E+00,3.22E+00,3.36E-01,0.1042,,,,,,,,
3.475,66.8,0,2.80E-01,2.93E+00,3.21E+00,3.35E-01,0.1043,,,,,,,,
3.48,66.8,0,2.80E-01,2.93E+00,3.21E+00,3.35E-01,0.1043,,,,,,,,
3.485,66.8,0,2.81E-01,2.94E+00,3.22E+00,3.36E-01,0.1043,,,,,,,,
3.49,66.8,0,2.80E-01,2.93E+00,3.21E+00,3.35E-01,0.1043,,,,,,,,
3.495,66.8,0,2.84E-01,2.98E+00,3.26E+00,3.40E-01,0.1043,,,,,,,,
3.5,66.8,0,2.86E-01,2.99E+00,3.28E+00,3.42E-01,0.1044,,,,,,,,
3.505,66.8,0,2.84E-01,2.98E+00,3.27E+00,3.41E-01,0.1043,,,,,,,,
3.51,66.8,0,2.77E-01,2.93E+00,3.20E+00,3.34E-01,0.1043,,,,,,,,
3.515,66.8,0,2.66E-01,2.82E+00,3.08E+00,3.21E-01,0.1042,,,,,,,,
3.52,66.8,0,2.64E-01,2.80E+00,3.07E+00,3.20E-01,0.1042,,,,,,,,
3.525,66.8,0,2.51E-01,2.68E+00,2.93E+00,3.05E-01,0.1041,,,,,,,,
3.53,66.8,0,2.36E-01,2.54E+00,2.77E+00,2.88E-01,0.104,,,,,,,,
3.535,66.8,0,2.25E-01,2.42E+00,2.65E+00,2.75E-01,0.1039,,,,,,,,
3.54,66.8,0,2.21E-01,2.39E+00,2.61E+00,2.71E-01,0.1039,,,,,,,,
3.545,66.8,0,2.20E-01,2.38E+00,2.60E+00,2.70E-01,0.1039,,,,,,,,
3.55,66.8,0,2.17E-01,2.36E+00,2.57E+00,2.67E-01,0.1039,,,,,,,,
3.555,66.8,0,2.18E-01,2.38E+00,2.60E+00,2.70E-01,0.1039,,,,,,,,
3.56,66.8,0,2.19E-01,2.39E+00,2.61E+00,2.71E-01,0.1039,,,,,,,,
3.565,66.8,0,2.17E-01,2.38E+00,2.60E+00,2.70E-01,0.1039,,,,,,,,
3.57,66.8,0,2.10E-01,2.32E+00,2.53E+00,2.62E-01,0.1039,,,,,,,,
3.575,66.8,0,2.09E-01,2.31E+00,2.52E+00,2.62E-01,0.1039,,,,,,,,
3.58,66.8,0,2.10E-01,2.32E+00,2.53E+00,2.63E-01,0.1039,,,,,,,,
3.585,66.8,0,2.12E-01,2.35E+00,2.57E+00,2.67E-01,0.1039,,,,,,,,
3.59,66.8,0,2.11E-01,2.35E+00,2.56E+00,2.66E-01,0.1039,,,,,,,,
3.595,66.8,0,2.20E-01,2.45E+00,2.67E+00,2.78E-01,0.104,,,,,,,,
3.6,66.8,0,2.29E-01,2.56E+00,2.79E+00,2.90E-01,0.1041,,,,,,,,
3.605,66.8,0,2.34E-01,2.62E+00,2.85E+00,2.97E-01,0.1041,,,,,,,,
3.61,66.8,0,2.32E-01,2.61E+00,2.84E+00,2.96E-01,0.1041,,,,,,,,
3.615,66.8,0,2.40E-01,2.70E+00,2.94E+00,3.06E-01,0.1042,,,,,,,,
3.62,66.8,0,2.47E-01,2.78E+00,3.03E+00,3.16E-01,0.1043,,,,,,,,
3.625,66.8,0,2.50E-01,2.82E+00,3.07E+00,3.20E-01,0.1044,,,,,,,,
3.63,66.8,0,2.58E-01,2.90E+00,3.16E+00,3.30E-01,0.1045,,,,,,,,
3.635,66.8,0,2.56E-01,2.89E+00,3.15E+00,3.29E-01,0.1045,,,,,,,,
3.64,66.8,0,2.60E-01,2.94E+00,3.20E+00,3.35E-01,0.1045,,,,,,,,
3.645,66.8,0,2.55E-01,2.89E+00,3.15E+00,3.29E-01,0.1045,,,,,,,,
3.65,66.8,0,2.43E-01,2.78E+00,3.02E+00,3.15E-01,0.1044,,,,,,,,
3.655,66.8,0,2.42E-01,2.77E+00,3.01E+00,3.14E-01,0.1044,,,,,,,,
3.66,66.8,0,2.20E-01,2.55E+00,2.77E+00,2.88E-01,0.1041,,,,,,,,
3.665,66.8,0,1.96E-01,2.28E+00,2.48E+00,2.57E-01,0.1039,,,,,,,,
3.67,66.8,0,1.85E-01,2.17E+00,2.36E+00,2.44E-01,0.1038,,,,,,,,
3.675,66.8,0,1.84E-01,2.16E+00,2.34E+00,2.43E-01,0.1038,,,,,,,,
3.68,66.8,0,1.93E-01,2.27E+00,2.46E+00,2.56E-01,0.1039,,,,,,,,
3.685,66.8,0,2.09E-01,2.46E+00,2.67E+00,2.78E-01,0.1041,,,,,,,,
3.69,66.8,0,2.08E-01,2.45E+00,2.66E+00,2.77E-01,0.1041,,,,,,,,
3.695,66.8,0,2.27E-01,2.66E+00,2.89E+00,3.02E-01,0.1044,,,,,,,,
3.7,66.8,0,2.39E-01,2.81E+00,3.05E+00,3.19E-01,0.1045,,,,,,,,
3.705,66.8,0,2.39E-01,2.81E+00,3.05E+00,3.19E-01,0.1045,,,,,,,,
3.71,66.8,0,2.37E-01,2.80E+00,3.04E+00,3.17E-01,0.1045,,,,,,,,
3.715,66.8,0,2.35E-01,2.78E+00,3.01E+00,3.15E-01,0.1045,,,,,,,,
3.72,66.8,0,2.32E-01,2.75E+00,2.98E+00,3.12E-01,0.1045,,,,,,,,
3.725,66.8,0,2.25E-01,2.68E+00,2.91E+00,3.03E-01,0.1044,,,,,,,,
3.73,66.8,0,2.23E-01,2.67E+00,2.89E+00,3.02E-01,0.1044,,,,,,,,
3.735,66.8,0,2.19E-01,2.63E+00,2.85E+00,2.98E-01,0.1044,,,,,,,,
3.74,66.8,0,2.16E-01,2.60E+00,2.82E+00,2.94E-01,0.1044,,,,,,,,
3.745,66.8,0,2.14E-01,2.59E+00,2.80E+00,2.93E-01,0.1044,,,,,,,,
3.75,66.8,0,2.08E-01,2.53E+00,2.74E+00,2.86E-01,0.1043,,,,,,,,
3.755,66.8,0,2.06E-01,2.51E+00,2.71E+00,2.83E-01,0.1043,,,,,,,,
3.76,66.8,0,2.04E-01,2.49E+00,2.69E+00,2.81E-01,0.1043,,,,,,,,
3.765,66.8,0,2.02E-01,2.48E+00,2.68E+00,2.80E-01,0.1043,,,,,,,,
3.77,66.8,0,2.00E-01,2.46E+00,2.66E+00,2.78E-01,0.1043,,,,,,,,
3.775,66.8,0,2.03E-01,2.50E+00,2.70E+00,2.82E-01,0.1044,,,,,,,,
3.78,66.8,0,2.01E-01,2.49E+00,2.69E+00,2.80E-01,0.1044,,,,,,,,
3.785,66.8,0,2.01E-01,2.49E+00,2.69E+00,2.81E-01,0.1044,,,,,,,,
3.79,66.8,0,2.02E-01,2.51E+00,2.71E+00,2.83E-01,0.1044,,,,,,,,
3.795,66.8,0,2.01E-01,2.50E+00,2.70E+00,2.82E-01,0.1044,,,,,,,,
3.8,66.8,0,2.05E-01,2.55E+00,2.75E+00,2.88E-01,0.1045,,,,,,,,
3.805,66.8,0,2.05E-01,2.56E+00,2.76E+00,2.89E-01,0.1045,,,,,,,,
3.81,66.8,0,2.07E-01,2.60E+00,2.81E+00,2.93E-01,0.1045,,,,,,,,
3.815,66.8,0,2.06E-01,2.59E+00,2.79E+00,2.92E-01,0.1045,,,,,,,,
3.82,66.8,0,2.09E-01,2.63E+00,2.84E+00,2.97E-01,0.1045,,,,,,,,
3.825,66.8,0,2.07E-01,2.61E+00,2.82E+00,2.94E-01,0.1045,,,,,,,,
3.83,66.8,0,2.05E-01,2.60E+00,2.81E+00,2.93E-01,0.1045,,,,,,,,
3.835,66.8,0,2.02E-01,2.57E+00,2.77E+00,2.90E-01,0.1045,,,,,,,,
3.84,66.8,0,1.97E-01,2.52E+00,2.72E+00,2.84E-01,0.1045,,,,,,,,
3.845,66.8,0,1.96E-01,2.52E+00,2.71E+00,2.83E-01,0.1045,,,,,,,,
3.85,66.8,0,1.88E-01,2.43E+00,2.62E+00,2.73E-01,0.1043,,,,,,,,
3.855,66.8,0,1.80E-01,2.34E+00,2.52E+00,2.63E-01,0.1043,,,,,,,,
3.86,66.8,0,1.79E-01,2.33E+00,2.51E+00,2.62E-01,0.1043,,,,,,,,
3.865,66.8,0,1.72E-01,2.25E+00,2.42E+00,2.52E-01,0.1042,,,,,,,,
3.87,66.8,0,1.65E-01,2.17E+00,2.34E+00,2.43E-01,0.1042,,,,,,,,
3.875,66.8,0,1.64E-01,2.17E+00,2.33E+00,2.43E-01,0.1042,,,,,,,,
3.88,66.8,0,1.63E-01,2.15E+00,2.32E+00,2.42E-01,0.1042,,,,,,,,
3.885,66.8,0,1.65E-01,2.19E+00,2.35E+00,2.45E-01,0.1042,,,,,,,,
3.89,66.8,0,1.64E-01,2.18E+00,2.34E+00,2.44E-01,0.1042,,,,,,,,
3.895,66.8,0,1.67E-01,2.22E+00,2.39E+00,2.49E-01,0.1043,,,,,,,,
3.9,66.8,0,1.68E-01,2.24E+00,2.41E+00,2.51E-01,0.1043,,,,,,,,
3.905,66.8,0,1.67E-01,2.23E+00,2.40E+00,2.50E-01,0.1042,,,,,,,,
3.91,66.8,0,1.66E-01,2.23E+00,2.40E+00,2.50E-01,0.1042,,,,,,,,
3.915,66.8,0,1.66E-01,2.24E+00,2.41E+00,2.51E-01,0.1041,,,,,,,,
3.92,66.8,0,1.65E-01,2.23E+00,2.40E+00,2.50E-01,0.104,,,,,,,,
3.925,66.8,0,1.67E-01,2.26E+00,2.43E+00,2.52E-01,0.104,,,,,,,,
3.93,66.8,0,1.70E-01,2.31E+00,2.48E+00,2.57E-01,0.1039,,,,,,,,
3.935,66.8,0,1.69E-01,2.30E+00,2.47E+00,2.56E-01,0.1038,,,,,,,,
3.94,66.8,0,1.72E-01,2.35E+00,2.52E+00,2.62E-01,0.1038,,,,,,,,
3.945,66.8,0,1.80E-01,2.46E+00,2.64E+00,2.74E-01,0.1038,,,,,,,,
3.95,66.8,0,1.79E-01,2.45E+00,2.63E+00,2.73E-01,0.1037,,,,,,,,
3.955,66.8,0,1.76E-01,2.42E+00,2.60E+00,2.69E-01,0.1036,,,,,,,,
3.96,66.8,0,1.74E-01,2.41E+00,2.59E+00,2.68E-01,0.1035,,,,,,,,
3.965,66.8,0,1.74E-01,2.41E+00,2.58E+00,2.67E-01,0.1034,,,,,,,,
3.97,66.8,0,1.71E-01,2.38E+00,2.55E+00,2.64E-01,0.1033,,,,,,,,
3.975,66.8,0,1.70E-01,2.37E+00,2.54E+00,2.63E-01,0.1033,,,,,,,,
3.98,66.8,0,1.65E-01,2.32E+00,2.49E+00,2.57E-01,0.1031,,,,,,,,
3.985,66.8,0,1.62E-01,2.29E+00,2.45E+00,2.53E-01,0.103,,,,,,,,
3.99,66.8,0,1.61E-01,2.28E+00,2.44E+00,2.51E-01,0.103,,,,,,,,
3.995,66.8,0,1.53E-01,2.18E+00,2.33E+00,2.40E-01,0.1028,,,,,,,,
4,66.8,0,1.52E-01,2.17E+00,2.32E+00,2.39E-01,0.1027,,,,,,,,
4.005,0,1.93E-01,1.63E+00,,,,,,,,,,,,
4.01,0,2.02E-01,1.64E+00,,,,,,,,,,,,
4.015,0,2.14E-01,1.66E+00,,,,,,,,,,,,
4.02,0,2.20E-01,1.68E+00,,,,,,,,,,,,
4.025,0,2.41E-01,1.69E+00,,,,,,,,,,,,
4.03,0,2.47E-01,1.71E+00,,,,,,,,,,,,
4.035,0,2.62E-01,1.72E+00,,,,,,,,,,,,
4.04,0,2.65E-01,1.74E+00,,,,,,,,,,,,
4.045,0,2.79E-01,1.76E+00,,,,,,,,,,,,
4.05,0,3.03E-01,1.77E+00,,,,,,,,,,,,
4.055,0,2.97E-01,1.79E+00,,,,,,,,,,,,
4.06,0,3.16E-01,1.81E+00,,,,,,,,,,,,
4.065,0,3.16E-01,1.82E+00,,,,,,,,,,,,
4.07,0,3.31E-01,1.84E+00,,,,,,,,,,,,
4.075,0,3.59E-01,1.86E+00,,,,,,,,,,,,
4.08,0,3.63E-01,1.87E+00,,,,,,,,,,,,
4.085,0,3.89E-01,1.89E+00,,,,,,,,,,,,
4.09,0,4.05E-01,1.91E+00,,,,,,,,,,,,
4.095,0,4.09E-01,1.92E+00,,,,,,,,,,,,
4.1,0,4.26E-01,1.94E+00,,,,,,,,,,,,
4.105,0,4.29E-01,1.96E+00,,,,,,,,,,,,
4.11,0,4.47E-01,1.98E+00,,,,,,,,,,,,
4.115,0,4.54E-01,1.99E+00,,,,,,,,,,,,
4.12,0,4.75E-01,2.01E+00,,,,,,,,,,,,
4.125,0,5.03E-01,2.03E+00,,,,,,,,,,,,
4.13,0,5.07E-01,2.05E+00,,,,,,,,,,,,
4.135,0,5.48E-01,2.06E+00,,,,,,,,,,,,
4.14,0,5.51E-01,2.08E+00,,,,,,,,,,,,
4.145,0,5.95E-01,2.10E+00,,,,,,,,,,,,
4.15,0,6.44E-01,2.12E+00,,,,,,,,,,,,
4.155,0,6.50E-01,2.14E+00,,,,,,,,,,,,
4.16,0,7.14E-01,2.16E+00,,,,,,,,,,,,
4.165,0,7.20E-01,2.18E+00,,,,,,,,,,,,
4.17,0,8.43E-01,2.20E+00,,,,,,,,,,,,
4.175,0,8.51E-01,2.22E+00,,,,,,,,,,,,
4.18,0,1.24E+00,2.26E+00,,,,,,,,,,,,
4.185,0,1.39E+00,2.28E+00,,,,,,,,,,,,
4.19,0,1.40E+00,2.30E+00,,,,,,,,,,,,
4.195,0,1.50E+00,2.32E+00,,,,,,,,,,,,
4.2,0,1.51E+00,2.34E+00,,,,,,,,,,,,
4.205,0,1.53E+00,2.36E+00,,,,,,,,,,,,
4.21,0,1.54E+00,2.38E+00,,,,,,,,,,,,
4.215,0,1.56E+00,2.40E+00,,,,,,,,,,,,
4.22,0,1.57E+00,2.41E+00,,,,,,,,,,,,
4.225,0,1.58E+00,2.43E+00,,,,,,,,,,,,
4.23,0,1.60E+00,2.45E+00,,,,,,,,,,,,
4.235,0,1.61E+00,2.47E+00,,,,,,,,,,,,
4.24,0,1.62E+00,2.49E+00,,,,,,,,,,,,
4.245,0,1.64E+00,2.51E+00,,,,,,,,,,,,
4.25,0,1.65E+00,2.53E+00,,,,,,,,,,,,
4.255,0,1.66E+00,2.55E+00,,,,,,,,,,,,
4.26,0,1.68E+00,2.57E+00,,,,,,,,,,,,
4.265,0,1.69E+00,2.59E+00,,,,,,,,,,,,
4.27,0,1.71E+00,2.61E+00,,,,,,,,,,,,
4.275,0,1.72E+00,2.63E+00,,,,,,,,,,,,
4.28,0,1.73E+00,2.65E+00,,,,,,,,,,,,
4.285,0,1.75E+00,2.67E+00,,,,,,,,,,,,
4.29,0,1.76E+00,2.69E+00,,,,,,,,,,,,
4.295,0,1.78E+00,2.71E+00,,,,,,,,,,,,
4.3,0,1.79E+00,2.73E+00,,,,,,,,,,,,
4.305,0,1.80E+00,2.75E+00,,,,,,,,,,,,
4.31,0,1.82E+00,2.77E+00,,,,,,,,,,,,
4.315,0,1.83E+00,2.79E+00,,,,,,,,,,,,
4.32,0,1.84E+00,2.81E+00,,,,,,,,,,,,
4.325,0,1.86E+00,2.83E+00,,,,,,,,,,,,
4.33,0,1.87E+00,2.85E+00,,,,,,,,,,,,
4.335,0,1.89E+00,2.88E+00,,,,,,,,,,,,
4.34,0,1.90E+00,2.90E+00,,,,,,,,,,,,
4.345,0,1.91E+00,2.92E+00,,,,,,,,,,,,
4.35,0,1.92E+00,2.94E+00,,,,,,,,,,,,
4.355,0,1.94E+00,2.96E+00,,,,,,,,,,,,
4.36,0,1.94E+00,2.98E+00,,,,,,,,,,,,
4.365,0,1.96E+00,3.00E+00,,,,,,,,,,,,
4.37,0,1.89E+00,3.02E+00,,,,,,,,,,,,
4.375,0,1.90E+00,3.04E+00,,,,,,,,,,,,
4.38,0,1.90E+00,3.06E+00,,,,,,,,,,,,
4.385,0,1.91E+00,3.09E+00,,,,,,,,,,,,
4.39,0,1.91E+00,3.11E+00,,,,,,,,,,,,
4.395,0,1.93E+00,3.13E+00,,,,,,,,,,,,
4.4,0,1.93E+00,3.15E+00,,,,,,,,,,,,
4.405,0,1.94E+00,3.17E+00,,,,,,,,,,,,
4.41,0,1.94E+00,3.19E+00,,,,,,,,,,,,
4.415,0,1.96E+00,3.22E+00,,,,,,,,,,,,
4.42,0,1.95E+00,3.24E+00,,,,,,,,,,,,
4.425,0,1.94E+00,3.26E+00,,,,,,,,,,,,
4.43,0,1.95E+00,3.28E+00,,,,,,,,,,,,
4.435,0,1.94E+00,3.30E+00,,,,,,,,,,,,
4.44,0,1.95E+00,3.33E+00,,,,,,,,,,,,
4.445,0,1.93E+00,3.35E+00,,,,,,,,,,,,
4.45,0,1.95E+00,3.37E+00,,,,,,,,,,,,
4.455,0,1.93E+00,3.39E+00,,,,,,,,,,,,
4.46,0,1.94E+00,3.42E+00,,,,,,,,,,,,
4.465,0,1.92E+00,3.44E+00,,,,,,,,,,,,
4.47,0,1.93E+00,3.46E+00,,,,,,,,,,,,
4.475,0,1.89E+00,3.48E+00,,,,,,,,,,,,
4.48,0,1.91E+00,3.51E+00,,,,,,,,,,,,
4.485,0,1.86E+00,3.53E+00,,,,,,,,,,,,
4.49,0,1.87E+00,3.55E+00,,,,,,,,,,,,
4.495,0,1.85E+00,3.57E+00,,,,,,,,,,,,
4.5,0,1.86E+00,3.60E+00,,,,,,,,,,,,
4.505,0,1.86E+00,3.62E+00,,,,,,,,,,,,
4.51,0,1.87E+00,3.64E+00,,,,,,,,,,,,
4.515,0,1.86E+00,3.67E+00,,,,,,,,,,,,
4.52,0,1.87E+00,3.69E+00,,,,,,,,,,,,
4.525,0,1.85E+00,3.71E+00,,,,,,,,,,,,
4.53,0,1.86E+00,3.74E+00,,,,,,,,,,,,
4.535,0,1.88E+00,3.76E+00,,,,,,,,,,,,
4.54,0,1.81E+00,3.78E+00,,,,,,,,,,,,
4.545,0,1.82E+00,3.81E+00,,,,,,,,,,,,
